tmdb_id,imdb_id,title,original_title,overview,release_date,status,genres,keywords,director,top_cast,budget,revenue,runtime,vote_average,vote_count,popularity,original_language,production_country,adult,video,omdb_error,roi,is_animation,release_year,release_month,release_quarter,is_holiday_window,budget_musd,revenue_musd,profit_musd,vote_count_log,popularity_log,num_genres,genre_animation,genre_adventure,genre_family,genre_drama,genre_fantasy,genre_comedy,genre_action,success_score,success_label
309809,tt1754656,The Little Prince,The Little Prince,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",2015-07-29,Released,"Adventure, Animation, Family, Fantasy","airplane, parent child relationship, philosophy, dystopia, utopia, little boy, old man, growing up, stop motion, neighbor",Mark Osborne,"Riley Osborne, Mackenzie Foy, Jeff Bridges, Rachel McAdams, Marion Cotillard",64000000,101281211,106,7.613,2970,4.7427,en,FR,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt1754656&plot=short&apikey=f87d98bd,1.582518921875,1,2015,7,3,1,64.0,101.281211,37.281211,7.9966538754626075,1.7479294830112038,4,1,1,1,0,1,0,0,4.077071018614822,1
350499,tt4503906,Pokémon the Movie: Hoopa and the Clash of Ages,ポケモン・ザ・ムービーXY 光輪の超魔神 フーパ,"Ash, Pikachu, and their friends come to a desert city by the sea. Here they meet the Mythical Pokémon Hoopa, which has the ability to summon things—including people and Pokémon—through its magic rings. After a scary incident, they learn of a story about a brave hero who stopped the rampage of a terrifying Pokémon long ago. Now, the threat that has been bottled up for years is in danger of breaking loose again.",2015-07-18,Released,"Action, Adventure, Animation, Family, Fantasy",anime,Kunihiko Yuyama,"Rica Matsumoto, Ikue Otani, Mayuki Makiguchi, Yuki Kaji, Mariya Ise",0,21815482,73,6.819,310,4.4358,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt4503906&plot=short&apikey=f87d98bd,0.0,1,2015,7,3,1,0.0,21.815482,21.815482,5.739792912179234,1.693006703853418,5,1,1,1,0,1,0,1,2.819669942404898,1
354857,tt4920274,Regular Show: The Movie,Regular Show: The Movie,"After a high school lab experiment goes horribly wrong, Mordecai and Rigby must go back in time to battle an evil volleyball coach in order to save the universe — and their friendship.",2015-09-01,Released,"Adventure, Animation, Comedy, Science Fiction","friendship, time travel",J.G. Quintel,"J.G. Quintel, William Salyers, Sam Marin, Mark Hamill, Minty Lewis",3000000,0,69,7.901,428,4.3039,en,US,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt4920274&plot=short&apikey=f87d98bd,0.0,1,2015,9,3,0,3.0,0.0,-3.0,6.061456918928017,1.668442399010504,4,1,1,0,0,0,1,0,3.134734897690778,1
227973,tt2452042,The Peanuts Movie,The Peanuts Movie,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest.",2015-11-05,Released,"Animation, Comedy, Family","based on comic, computer animation, red baron, family, comic strip, cartoon dog, aftercreditsstinger, duringcreditsstinger, the red baron, joyous",Steve Martino,"Noah Schnapp, Bill Melendez, Marleik 'Mar Mar' Walker, Alex Garfin, Hadley Belle Miller",99000000,246233113,88,6.961,1784,4.2826,en,US,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt2452042&plot=short&apikey=f87d98bd,2.4872031616161614,1,2015,11,4,1,99.0,246.233113,147.233113,7.487173694213739,1.6644184007595637,3,1,0,1,0,0,1,0,4.232230236973269,1
315465,tt4272866,The Boy and the Beast,バケモノの子,"Kyuta, a boy living in Shibuya, and Kumatetsu, a lonesome beast from Jutengai, an imaginary world. One day, Kyuta forays into the imaginary world and, as he's looking for his way back, meets Kumatetsu who becomes his spirit guide. That encounter leads them to many adventures.",2015-07-11,Released,"Action, Adventure, Animation, Drama, Family, Fantasy","japan, parent child relationship, runaway, homelessness, training, portal, coming of age, tokyo, japan, orphan, beast",Mamoru Hosoda,"Koji Yakusho, Aoi Miyazaki, Shota Sometani, Suzu Hirose, Lily Franky",0,49714378,119,7.913,1600,4.0967,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt4272866&plot=short&apikey=f87d98bd,0.0,1,2015,7,3,1,0.0,49.714378,49.714378,7.3783837129967145,1.6285932714738416,6,1,1,1,1,1,0,1,3.329296547670584,1
316873,tt3737650,Detective Conan: Sunflowers of Inferno,名探偵コナン 業火の向日葵,"Conan tries to track down Kaito Kid, who supposedly steals a replica of one of Van Gogh's Sunflowers paintings during an auction.",2015-04-18,Released,"Adventure, Animation, Crime, Mystery","detective, anime, suspense, mystery",Kobun Shizuno,"Minami Takayama, Kappei Yamaguchi, Wakana Yamazaki, Rikiya Koyama, Kenichi Ogata",0,52920296,113,6.099,136,4.0058,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt3737650&plot=short&apikey=f87d98bd,0.0,1,2015,4,2,0,0.0,52.920296,52.920296,4.919980925828125,1.6105972401539468,4,1,1,0,0,0,0,0,2.504336724897311,0
350650,tt4788602,Doraemon: Nobita and the Space Heroes,映画ドラえもん のび太の宇宙英雄記,"Nobita and friends decide to make a movie inspired by the space adventures of their heroes, but their fiction turns into a reality.",2015-03-07,Released,"Adventure, Animation, Comedy, Family, Fantasy, Science Fiction","cat, time travel, time bomb, robot, monkey, anime, hoverboard",Yoshihiro Osugi,"Wasabi Mizuta, Megumi Oohara, Yumi Kakazu, Subaru Kimura, Tomokazu Seki",46597700,32700000,100,6.291,86,3.5952,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt4788602&plot=short&apikey=f87d98bd,0.7017513739948539,1,2015,3,1,0,46.5977,32.7,-13.8977,4.465908118654584,1.5250122804317134,6,1,1,1,0,1,1,0,2.787176178160629,1
263109,tt2872750,Shaun the Sheep Movie,Shaun the Sheep Movie,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",2015-02-05,Released,"Adventure, Animation, Comedy, Family","sheep, amnesia, countryside, villain, stop motion, memory loss, hospital, best friend, big city, dog","Mark Burton, Richard Starzak","Justin Fletcher, John Sparkes, Omid Djalili, Rich Webber, Kate Harbour",25000000,106209378,85,6.988,1510,3.4423,en,GB,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt2872750&plot=short&apikey=f87d98bd,4.24837512,1,2015,2,1,0,25.0,106.209378,81.209378,7.32052696227274,1.4911722603371353,4,1,1,1,0,0,1,0,4.980523687391481,1
334376,tt4337072,Ghost in the Shell: The New Movie,攻殻機動隊 新劇場版,"When a ghost-infecting virus known as Fire-Starter begins spreading through the system resulting in the assassination of the Japanese Prime Minister, Major Motoko Kusanagi and her elite team of special operatives are called in to track down its source.",2015-06-20,Released,"Animation, Science Fiction","artificial intelligence (a.i.), computer virus, cyberpunk, transhumanism, terrorism, special forces, anime, memory manipulation, political conspiracy","Kazuya Nomura, Kazuchika Kise","Maaya Sakamoto, Ikkyu Juku, Kenichirou Matsuda, Tarusuke Shingaki, Shunsuke Sakuya",0,1713406,100,6.618,228,3.4183,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt4337072&plot=short&apikey=f87d98bd,0.0,1,2015,6,2,1,0.0,1.713406,1.713406,5.43372200355424,1.4857550067215235,2,1,0,0,0,0,0,0,2.6924215515413645,0
302429,tt4191054,Strange Magic,Strange Magic,"A love potion works its devious charms on fairies, elves and the swamp-dwelling Bog King as they all try to possess the potion for themselves.",2015-01-23,Released,"Animation, Family, Fantasy, Music","elves, fairy, musical, aftercreditsstinger, duringcreditsstinger, love potion",Gary Rydstrom,"Alan Cumming, Evan Rachel Wood, Elijah Kelley, Meredith Anne Bull, Sam Palladio",100000000,13603453,99,7.205,559,3.1604,en,US,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt4191054&plot=short&apikey=f87d98bd,0.13603453,1,2015,1,1,0,100.0,13.603453,-86.396547,6.327936783729195,1.425611223496841,4,1,0,1,0,1,0,0,3.0254977395839053,1
364111,tt4489416,The Anthem of the Heart,心が叫びたがってるんだ。,"A young girl had her voice magically taken away so that she would never hurt people with it, but her outlook changes when she encounters music and friendship. Will Naruse be able to convey the anthem of her heart?",2015-09-19,Released,"Animation, Drama, Music, Romance","high school, anime, japanese high school",Tatsuyuki Nagai,"Inori Minase, Koki Uchiyama, Sora Amamiya, Yoshimasa Hosoya, Taishi Murata",0,8852989,119,7.6,430,3.0714,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt4489416&plot=short&apikey=f87d98bd,0.0,1,2015,9,3,0,0.0,8.852989,8.852989,6.066108090103747,1.4039869206508089,4,1,0,0,1,0,0,0,3.020514251613183,1
351694,tt4644382,Monkey King: Hero Is Back,西游记之大圣归来,"The all-powerful Monkey King once roamed freely between Heaven and Earth, but after angering the Gods, he was imprisoned within an ice cage deep within the mountains. 500 years later, monsters attack a small village and a child flees to the mountains. Unknowingly, the child releases the Monkey King from his curse. With the help and encouragement from this special child, Monkey King saves the village from the evil monsters.",2015-07-10,Released,"Animation, Comedy, Fantasy","based on novel or book, buddhism, xianxia, nezha, monkey king, son wukong",Tian Xiaopeng,"Zhang Lei, Lin Zijie, Wu Wenlun, Tong Zirong, Liu Jiurong",10000000,153000000,89,6.927,296,2.7905,zh,CN,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt4644382&plot=short&apikey=f87d98bd,15.3,1,2015,7,3,1,10.0,153.0,143.0,5.6937321388027,1.3324979365142215,3,1,0,0,0,1,1,0,9.670684511297537,1
347200,tt3354302,Code Geass: Akito the Exiled 3: The Brightness Falls,コードギアス 亡国のアキト 第3章「輝くもの天より堕つ」,"After discovering the face of their true enemy, someone who is related to Akito and responsible for the Geass placed upon him, W-0 attempts to return to their base at Castle Weisswolf. However, stranded in Warsaw due to a complication involving their military identification, they are forced to accept the help of local gypsies, allowing the squad to take some time to deepen their bonds. Meanwhile, Britannian advisor Julius Kingsley and his guard Suzaku Kururugi begin working together with the Knights of St. Michael in order to crush the European resistance once and for all, armed with the destructive power of a giant weapon known as the Ark Fleet.",2015-05-02,Released,"Action, Animation, Science Fiction","mecha, giant robot, spin off, military, anime",Kazuki Akane,"Miyu Irino, Maaya Sakamoto, Satoshi Hino, Yoshitsugu Matsuoka, Yoko Hikasa",0,834927,60,6.4,58,2.7023,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt3354302&plot=short&apikey=f87d98bd,0.0,1,2015,5,2,0,0.0,0.834927,0.834927,4.07753744390572,1.3089542481451106,3,1,0,0,0,0,0,1,2.4079737538076245,0
357405,tt5284414,Girls und Panzer der Film,ガールズ&パンツァー 劇場版,"When the Ministry of Education goes back on its promise to keep Ooarai Girls Academy open, the task of saving the five-mile-long Academy Ship from the wreckers falls to Miho and her barely-seasoned tankery team. However, things go off track almost immediately. While the Oorai tank crew may have won the high school tournament, they’re now facing a larger and more experienced university team, and if they fail, their armored vehicles will be forfeit! Will they be swapping their tanks for the memories? It’s possible, but winning a tank battle is all about tactics and teamwork, and the fledgling Ooarai students have more friends and allies than anyone suspects.",2015-11-21,Released,"Action, Animation, Comedy",anime,Tsutomu Mizushima,"Mai Fuchigami, Ikumi Nakagami, Ai Kayano, Ozaki Mami, Yuka Iguchi",0,0,120,6.973,55,2.6445,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt5284414&plot=short&apikey=f87d98bd,0.0,1,2015,11,4,1,0.0,0.0,0.0,4.02535169073515,1.2932191818401306,3,1,0,0,0,0,1,1,2.541035630886292,0
326215,tt3411432,Ooops! Noah Is Gone...,Ooops! Noah Is Gone...,"It's the end of the world. A flood is coming. Luckily for Dave and his son Finny, a couple of clumsy Nestrians, an Ark has been built to save all animals. But as it turns out, Nestrians aren't allowed. Sneaking on board with the involuntary help of Hazel and her daughter Leah, two Grymps, they think they're safe. Until the curious kids fall off the Ark. Now Finny and Leah struggle to survive the flood and hungry predators and attempt to reach the top of a mountain, while Dave and Hazel must put aside their differences, turn the Ark around and save their kids. It's definitely not going to be smooth sailing.",2015-03-26,Released,"Adventure, Animation, Comedy, Family","animals, noah's ark, christian film",Toby Genkel,"Callum Maloney, Dermot Magennis, Ava Connolly, Tara Flynn, Paul Tylak",6000000,22783699,85,6.4,338,2.6304,en,BE,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt3411432&plot=short&apikey=f87d98bd,3.797283166666667,1,2015,3,1,0,6.0,22.783699,16.783699,5.82600010738045,1.2893428350434402,4,1,1,1,0,0,1,0,4.376078866363583,1
347187,tt3354306,Code Geass: Akito the Exiled 4: Memories of Hatred,コードギアス　亡国のアキト 第4章「憎しみの記憶から」,"While W-0 is away, Leila and the remaining crew at base find themselves surrounded by Britannian Knightmares. Piloting the Vercingetorix, Shin Hyuuga leads the enemy charge, having usurped the position of Grand Master in the Knights of St. Michael. With her core members unavailable, it's up to Leila to protect her comrades, but this may be much tougher than she realizes: a spy lurking among them is finally ready to reveal himself.  Left with no choice but to surrender, Leila arranges a meeting with Shin in order to ensure the safety of her squad. But as negotiations begin to fall apart, Akito and an unexpected ally return in the nick of time to turn things around.",2015-07-04,Released,"Action, Animation, Science Fiction","mecha, giant robot, spin off, military, anime",Kazuki Akane,"Miyu Irino, Maaya Sakamoto, Satoshi Hino, Yoshitsugu Matsuoka, Yoko Hikasa",0,0,60,6.1,55,2.6261,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt3354306&plot=short&apikey=f87d98bd,0.0,1,2015,7,3,1,0.0,0.0,0.0,4.02535169073515,1.2881576905513838,3,1,0,0,0,0,0,1,2.32202640719298,0
382517,tt4938374,Open Season: Scared Silly,Open Season: Scared Silly,"The humans and animals believe a werewolf is on the loose, and former hunter Shaw uses the opportunity to re-open the season. Boog, Elliot, and Mr. Weenie have to face their fears and find the werewolf to get the season closed permanently.",2015-12-18,Released,"Adventure, Animation, Comedy, Family, TV Movie","deer, bear, werewolf",David Feiss,"William Townsend, Donny Lucas, Melissa Sturm, Garry Chalk, Kathleen Barr",0,1774429,84,5.9,382,2.6053,en,US,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt4938374&plot=short&apikey=f87d98bd,0.0,1,2015,12,4,1,0.0,1.774429,1.774429,5.948034989180646,1.282404985027628,5,1,1,1,0,0,1,0,2.559565996131241,0
296917,tt4219130,PSYCHO-PASS: The Movie,劇場版 PSYCHO-PASS サイコパス,"In a futuristic Japan, the Sibyl System is charged with keeping the peace. When the state of SEAUn brings the Sibyl System in to test its effectiveness, it becomes a haven of peace and safety—for a time. Eventually, terrorists from SEAUn begin appearing in Japan, somehow slipping through the System's security and attacking from within. Desperate for answers, Inspector Akane Tsunemori is sent overseas to bring the terrorists to justice. But when her investigation forces her into a standoff with an old ally, will she be able to pull the trigger?",2015-01-09,Released,"Action, Animation, Science Fiction","civil war, conspiracy, cyberpunk, terrorism, adult animation, injustice, ethical dilemma, anime","Naoyoshi Shiotani, Katsuyuki Motohiro","Kana Hanazawa, Tomokazu Seki, Kenji Nojima, Ayane Sakura, Takahiro Sakurai",0,0,113,7.0,241,2.4768,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt4219130&plot=short&apikey=f87d98bd,0.0,1,2015,1,1,0,0.0,0.0,0.0,5.488937726156687,1.2461123305200281,3,1,0,0,0,0,0,1,2.7602575085015073,0
342588,tt4235644,The Empire of Corpses,屍者の帝国,"The story takes place in 19th century Europe, and revolves around John Watson. He is scouted by the government to become a secret agent. However, Watson lives in a world where ""Frankensteins""—human corpses that are re-purposed with a false soul in order to use them as laborers—are used to improve industrial development.",2015-10-02,Released,"Animation, Horror, Science Fiction, Thriller","based on novel or book, gore, steampunk, gunfight, historical, gothic, adult animation, government agent, reanimated corpse, 19th century",Ryotaro Makihara,"Yoshimasa Hosoya, Ayumu Murase, Akio Otsuka, Takayuki Sugo, Taiten Kusunoki",0,0,120,6.219,128,2.4554,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt4235644&plot=short&apikey=f87d98bd,0.0,1,2015,10,4,0,0.0,0.0,0.0,4.859812404361672,1.2399382247585446,4,1,0,0,0,0,0,0,2.4697125943680325,0
323027,tt4324302,Justice League: Gods and Monsters,Justice League: Gods and Monsters,"In an alternate universe, very different versions of DC's Trinity fight against the government after they are framed for an embassy bombing.",2015-06-18,Released,"Action, Adventure, Animation, Fantasy, Science Fiction","superhero, super power, excited",Sam Liu,"Benjamin Bratt, Michael C. Hall, Tamara Taylor, Jason Isaacs, C. Thomas Howell",0,0,76,7.091,615,2.3308,en,US,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt4324302&plot=short&apikey=f87d98bd,0.0,1,2015,6,2,1,0.0,0.0,0.0,6.423246963533519,1.2032125153795272,5,1,1,0,0,1,0,1,2.916718921836957,1
